name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"29.2275;-9.46785",2020-07-25,29,19,22.9,29.5,19,23.1,17.4,72.5,0,0,0,,,,37.1,35.3,269.6,1012.1,26,6.7,354.4,30.5,10,,2020-07-25T06:54:28,2020-07-25T20:34:04,0.14,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-07-26,30,17.6,23.1,30.8,17.6,23.2,17.5,72.5,0.2,100,4.17,rain,,,37.1,23.8,257.3,1012.7,23,7.8,332.6,28.7,10,,2020-07-26T06:55:03,2020-07-26T20:33:29,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-07-27,36,19,25.7,37.4,19,26.1,17.3,63.1,0,0,0,,,,29.5,22.7,232.5,1013.2,18.7,7.8,290.1,25.2,9,,2020-07-27T06:55:37,2020-07-27T20:32:53,0.25,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-07-28,34,19,25.6,35.1,19,25.9,16.8,61.6,0,0,0,,,,29.5,24.8,210.9,1013.5,14.9,7.5,318.8,27.2,10,,2020-07-28T06:56:12,2020-07-28T20:32:15,0.31,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-07-29,31,18,23.8,31.9,18,24,17,68.1,0,0,0,,,,29.5,24.1,210,1011.5,20.6,8.1,332.2,28.6,10,,2020-07-29T06:56:46,2020-07-29T20:31:36,0.36,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-07-30,33,18.7,24.4,34,18.7,24.7,17.4,67.6,0,0,0,,,,31.7,24.1,222,1011.6,17.3,7.9,322.1,27.8,10,,2020-07-30T06:57:21,2020-07-30T20:30:56,0.41,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-07-31,29,19,23.7,29.8,19,23.9,18,71.8,0,0,0,,,,27.7,22.3,257.8,1014.6,29.4,7.9,314.7,27.1,10,,2020-07-31T06:57:55,2020-07-31T20:30:14,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-01,32,19.9,25.4,33.5,19.9,25.9,18.3,67.4,0,0,0,,,,14.8,27.7,249.5,1015.9,23.4,5.5,269.3,23.3,9,,2020-08-01T06:58:30,2020-08-01T20:29:32,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-02,38,19,27.4,39.2,19,27.7,16.7,56.5,0,0,0,,,,18.4,24.1,186.9,1014.5,19.1,9,300.6,25.7,10,,2020-08-02T06:59:05,2020-08-02T20:28:48,0.49,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-03,34,19.1,26.6,35.1,19.1,26.8,16.8,58.2,0,0,0,,,,25.9,25.9,204.9,1012.9,18.1,6.1,310,26.8,10,,2020-08-03T06:59:40,2020-08-03T20:28:03,0.5,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-04,32,18,24.2,32,18,24.3,15.8,62.7,0,0,0,,,,31.7,27.7,235.3,1010.3,22.8,6.5,308.6,26.7,9,,2020-08-04T07:00:14,2020-08-04T20:27:17,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-05,27,18.7,21.8,27.7,18.7,21.9,16.9,75,0,0,0,,,,24.1,33.5,252.5,1010.8,30.5,6.8,319.1,27.6,10,,2020-08-05T07:00:49,2020-08-05T20:26:30,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-06,29,18,21.8,29.5,18,21.9,17.4,77.6,0,0,0,,,,18.4,27.7,227.4,1013.3,33.4,8.6,323.5,28,10,,2020-08-06T07:01:23,2020-08-06T20:25:41,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-07,32,18.1,22.9,32.4,18.1,23,17.7,74.8,0,0,0,,,,25.9,31.7,256.6,1016.3,27.1,8.6,323.9,28,10,,2020-08-07T07:01:58,2020-08-07T20:24:52,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-08,29,19,23,29.8,19,23.2,17.9,74.4,0,0,0,,,,24.1,25.9,258.2,1016,31.4,6.1,285.2,24.7,9,,2020-08-08T07:02:32,2020-08-08T20:24:01,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-09,30,20,23.6,31.3,20,23.9,18.4,74.2,0,0,0,,,,24.1,25.9,264.5,1014.2,28.1,7.6,289.2,24.9,9,,2020-08-09T07:03:06,2020-08-09T20:23:09,0.65,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-10,29,20,23.2,30.3,20,23.3,18.3,75.2,0.4,100,8.33,rain,,,27.7,24.1,251.2,1012,35.5,6.2,256.3,22.2,9,,2020-08-10T07:03:40,2020-08-10T20:22:17,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-11,32,18.7,22.9,31.6,18.7,22.9,17.1,72.2,0,0,0,,,,42.5,28.1,273.8,1012.9,24,7.6,295.2,25.4,10,,2020-08-11T07:04:14,2020-08-11T20:21:23,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-12,30,17.7,22.7,30.4,17.7,22.8,16,68.6,0,0,0,,,,31.7,25.9,234.8,1013.3,24.3,7.8,307.9,26.5,9,,2020-08-12T07:04:48,2020-08-12T20:20:28,0.79,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-13,31,18,23.7,31.4,18,23.8,16,64,0,0,0,,,,25.9,27.7,249.3,1013.7,17.5,8.1,307.7,26.6,10,,2020-08-13T07:05:22,2020-08-13T20:19:33,0.84,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-14,29,18,22.2,29.1,18,22.2,16.2,71.2,0,0,0,,,,31.7,33.5,259.8,1015.4,19.5,7.5,321.8,28,10,,2020-08-14T07:05:56,2020-08-14T20:18:36,0.89,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-15,32,17,22.9,31.6,17,22.9,15.8,67.3,0,0,0,,,,31.7,33.5,268.9,1014.3,22.6,7.6,317.1,27.4,10,,2020-08-15T07:06:29,2020-08-15T20:17:39,0.93,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-16,34,18,24.1,32.1,18,23.9,14.2,57.1,0,0,0,,,,25.9,29.5,292.8,1013.5,10,7.9,321.7,27.7,10,,2020-08-16T07:07:03,2020-08-16T20:16:40,0.96,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-17,30,17,22.3,29.7,17,22.3,15.4,67,0,0,0,,,,29.5,33.5,258.9,1012.1,17.4,8.1,334,28.8,10,,2020-08-17T07:07:36,2020-08-17T20:15:41,0.99,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-18,30,18,22.3,30,18,22.3,16.4,71.8,0,0,0,,,,29.5,33.5,244,1010.9,26.5,6.7,336.9,29.1,10,,2020-08-18T07:08:09,2020-08-18T20:14:41,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-19,26,17.8,21,26,17.8,21,17,78.9,0,0,0,,,,33.5,25.9,253.1,1009.4,34.4,3.7,333.6,28.8,10,,2020-08-19T07:08:42,2020-08-19T20:13:40,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-20,34,18.3,23.5,34.6,18.3,23.6,17.2,71.2,0,0,0,,,,22.3,22.3,238.6,1009.8,22.5,7.9,318.1,27.5,10,,2020-08-20T07:09:15,2020-08-20T20:12:38,0.01,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-21,38,18.5,26.8,38.6,18.5,26.8,14.9,52.2,0,0,0,,,,18.4,18.4,148.1,1012.3,8.2,8.7,303,26.2,10,,2020-08-21T07:09:47,2020-08-21T20:11:36,0.04,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-22,40,20.4,29.3,40.4,20.4,29.1,13.9,42.8,0,0,0,,,,29.5,20.5,121.6,1014.3,15.8,8.5,284.7,24.6,9,,2020-08-22T07:10:20,2020-08-22T20:10:33,0.08,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-23,42,20.4,30,39.8,20.4,29.5,13.8,42.1,0,0,0,,,,27.7,25.9,172.5,1013.3,9.8,7.6,283.1,24.5,9,,2020-08-23T07:10:52,2020-08-23T20:09:29,0.13,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-24,45,19.7,31.6,45,19.7,31,12.1,36.4,0,0,0,,,,22.3,24.1,171.3,1009.2,10,9.4,265.4,23.1,9,,2020-08-24T07:11:25,2020-08-24T20:08:24,0.18,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-25,45,20.2,35.8,45,20.2,34.4,6,21.7,0,0,0,,,,46.4,27.7,95.2,1008.8,11.5,7.7,286.9,24.8,9,,2020-08-25T07:11:57,2020-08-25T20:07:19,0.24,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-26,45,23.9,36.4,45,23.9,34.6,5.7,18,0,0,0,,,,35.3,25.9,129.8,1011.6,4.3,4.4,282.3,24.5,9,,2020-08-26T07:12:28,2020-08-26T20:06:13,0.29,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-27,45,24.2,35.6,45,24.2,33.8,6.6,19.9,0,0,0,,,,22.3,29.5,166.6,1012.5,6.5,7.2,274.8,23.7,9,,2020-08-27T07:13:00,2020-08-27T20:05:06,0.35,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-28,41,21.2,29.8,37.9,21.2,28.8,10.7,36.1,0,0,0,,,,24.1,37.1,218.9,1010.7,0.4,7.3,298.9,25.9,10,,2020-08-28T07:13:32,2020-08-28T20:03:59,0.39,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-29,28.1,17.8,21.6,28.1,17.8,21.6,15.9,72,0,0,0,,,,29.5,37.1,307.1,1007.7,12.4,8.2,322.6,27.9,10,,2020-08-29T07:14:03,2020-08-29T20:02:51,0.43,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-30,30,16.9,21.3,29.7,16.9,21.2,14.9,69.9,0,0,0,,,,25.9,26.6,250.8,1006,16.6,8,319.6,27.5,10,,2020-08-30T07:14:35,2020-08-30T20:01:43,0.46,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-08-31,32,18.7,24.6,34.9,18.7,24.8,16.6,64,0,0,0,,,,25.9,29.5,208.5,1009.5,30.5,6.5,244.1,21.3,8,,2020-08-31T07:15:06,2020-08-31T20:00:34,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-09-01,36,20.4,27.7,36.8,20.4,28,17,54.2,0,0,0,,,,27.7,24.1,257.8,1012.2,13.8,7.7,262.6,22.8,9,,2020-09-01T07:15:37,2020-09-01T19:59:25,0.5,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-09-02,35,20.4,25.8,34.7,20.4,25.7,16,58.6,0,0,0,,,,27.7,31.7,274.7,1011.3,8.9,9.1,304.3,26.3,10,,2020-09-02T07:16:08,2020-09-02T19:58:15,0.5,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-09-03,29,17.9,22.2,29.1,17.9,22.2,15.9,70.1,0,0,0,,,,18.4,25.9,287,1013.5,22.4,7.9,311.5,26.8,10,,2020-09-03T07:16:39,2020-09-03T19:57:05,0.51,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-09-04,32,16,22.4,32,16,22.4,15.9,70.1,0,0,0,,,,22.3,24.1,249,1017.1,17,7.1,306.3,26.4,10,,2020-09-04T07:17:10,2020-09-04T19:55:55,0.53,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-09-05,31,18,23.1,31,18,23.2,16.5,69.1,0,0,0,,,,27.7,24.1,230.5,1015.8,19.7,7.2,290.5,25.2,9,,2020-09-05T07:17:41,2020-09-05T19:54:44,0.55,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-09-06,37.1,18.4,26,35.2,18.4,25.8,13.3,49.3,0,0,0,,,,27.7,25.9,140.1,1012.5,4.7,9.1,293.5,25.5,9,,2020-09-06T07:18:12,2020-09-06T19:53:33,0.58,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-09-07,39,19.8,28.2,37.7,19.8,27.6,11.1,39.9,0,0,0,,,,20.5,38.9,140.7,1012.3,8,8.7,301.1,26,10,,2020-09-07T07:18:42,2020-09-07T19:52:21,0.62,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-09-08,42,19.9,28.7,39,19.9,27.9,9.1,34.8,0.1,100,4.17,rain,,,20.5,33.5,145.4,1012.9,6.2,8.8,314.2,27.2,10,,2020-09-08T07:19:13,2020-09-08T19:51:09,0.66,Rain,Clear conditions throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-09-09,39,19.8,26.8,36.1,19.8,26.3,11.4,42.2,0,0,0,,,,22.3,31.7,197.4,1015.2,0,9.3,310.3,26.9,10,,2020-09-09T07:19:44,2020-09-09T19:49:57,0.71,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-09-10,30,18,23,29.2,18,23,15.6,64.9,0,0,0,,,,44.6,33.5,264.8,1015.7,10,8.7,308.9,26.7,10,,2020-09-10T07:20:14,2020-09-10T19:48:44,0.76,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-09-11,29,18.9,22,29.1,18.9,22,17.7,78.8,0.2,100,8.33,rain,,,22.3,35.3,286,1012.8,41.4,8.1,286.1,24.6,9,,2020-09-11T07:20:45,2020-09-11T19:47:32,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-09-12,30,19.3,22.7,29.2,19.3,22.7,17.4,75.2,0,0,0,,,,48.2,31.7,297.1,1014.2,61.5,7,248.3,21.4,9,,2020-09-12T07:21:15,2020-09-12T19:46:19,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
